GWBcode8;GWBlabel
1141009;Verspreide huizen Schoonebeek
1141300;Veenoord
1141308;Ermerveen
1141309;Verspreide huizen Veenoord
1142100;Nieuw-Schoonebeek
1142101;Westelijk Nieuw-Schoonebeek
1142102;Oostelijk Nieuw-Schoonebeek
1142109;Verspreide huizen Nieuw-Schoonebeek
1143200;Weiteveen
1143201;Westelijk en oostelijk Weiteveen
1143209;Verspreide huizen Weiteveen
1144000;Emmen-Centrum
1144100;Emmen-omgeving Oude Roswinkelerweg
1144101;Emmen over 't spoor
1144200;Emmermeer
1144300;Angelslo
1144400;Emmerhout
1144500;Emmerschans
1144600;Bargeres
1144700;Rietlanden
1144800;Parc Sandur
1144900;Delftlanden
1145000;Barger-Oosterveld
1145100;Weerdinge
1145101;Westenesch
1145109;Verspreide huizen Emmen
1145200;Noordbarge
1145201;Zuidbarge
1145300;Industrieterrein Bargermeer
1145301;Bedrijvenpark A37
1185000;Centrum
1185001;Noord
1185002;Bentinckspark
1185003;Krakeel
1185004;Wolfsbos
1185005;Zuid
1185006;Venesluis
1185007;West
1185008;Oost
1185100;Steenbergerweiden
1185101;Kinholt
1185102;Grittenhof
1185103;Schoonvelde-West
1185104;Schoonvelde-Oost
1185105;Schutlanden-Oost
1185106;Schutlanden-West
1185107;Kattouw
1185108;Trasselt
1185109;Erflanden
1185200;Fluitenberg kern
1185201;Verspreide huizen Fluitenberg
1185300;Elim Kern
1185301;Verspreide huizen Elim-Noord
1185302;Verspreide huizen Elim-Zuid
1185400;Hollandscheveld kern
1185401;Verspreide huizen Hollandscheveld-West
1185402;Verspreide huizen Hollandscheveld-Oost
1185500;Noordscheschut kern
1185501;Verspreide huizen Noordscheschut
1185600;Nieuwlande kern
1185601;Verspreide huizen Nieuwlande
1185700;Nieuweroord kern
1185701;Verspreide huizen Nieuweroord
1185800;Tiendeveen kern
1185801;Verspreide huizen Tiendeveen
1185900;Stuifzand kern
1185901;Verspreide huizen Stuifzand
1186000;Pesse kern
1186001;Verspreide huizen Pesse-Oost
1186002;Verspreide huizen Pesse-West
1186003;Verspreide huizen Pesse-Zuid
1186100;Zuideropgaande Nieuw Moscou
1186201;Industriegebied Toldijk
1186202;Industriegebied Noord A
1186203;Industriegebied Noord B
1186204;Industriegebied Buitenvaart
1186205;Verspreide huizen Alteveer
1186206;Verspreide huizen Nijstad
1190000;Historisch Centrum
1190001;Indische buurt
1190002;Koninginnebuurt
1190100;Galgenkamp
1190101;Oude Vaart
1190200;Heinsiusbuurt
1190201;Staatsliedenbuurt
1190202;Zeeheldenbuurt
1190300;Hesselingen
1190301;Koeberg
1190302;Reestlanden
1190303;Schildersbuurt
1190400;Plantenbuurt
1190401;Scheepsbuurt
1190500;Bloemenbuurt
1190501;Onderwijs-, sportpark
1190600;Veldenbuurt
1190601;Vlinderbuurt
1190602;Vogelbuurt
1190603;Verzetsbuurt
1190700;Drukkersbuurt
1190701;Nieuwveenselanden
1190800;Blankenstein
1190900;Industrieterrein Noord I
1190901;Industrieterrein Noord II
1191000;Industrie Oevers A
1191001;Industrie Oevers B
1191002;Industrie Oevers C
1191003;Industrie Oevers D
1191004;Industrie Oevers E
1191100;Verspreid gebied Meppel Noord
1191101;Verspreid gebied Meppel Oost
1191102;Verspreid gebied Meppel Zuid
1191200;Nijeveen Oost
1191201;Griftebuurt
1191202;Vogelbuurt
1191203;Danninge Erve
1191204;Spijkerserve
1191205;Tussenboerslanden
1191206;Kolderveen
1191207;Kolderveense Bovenboer
1191208;Nijeveense Bovenboer
1191209;Verspreid gebied Nijeveen
1191300;Rogat
1191301;Broekhuizen
1191302;De Schiphorst
1411000;Binnenstad-Noord
1411001;Binnenstad-Zuid
1411002;Ulk en omgeving
1411003;Java en omgeving
1411100;Bornsestraat en omgeving Midden
1411101;Riet Noord
1411102;Arendsboer en omgeving Noord
1411103;Nieuwland
1411104;Arendsboer en omgeving Zuid
1411105;Riet Zuid
1411106;Bornsestraat en omgeving Zuid
1411109;Verspreide huizen wijk 11
1411200;Vriezenveenseweg en omgeving Haghoek Oost
1411201;Parkweg en omgeving
1411202;Vriezenveenseweg en omgeving Haghoek West
1411209;Verspreide huizen wijk 12
1411300;Ootmarsumsestraat en omgeving
1411301;Markgraven
1411302;Rumerslanden
1411303;Wester-Sluitersveldlanden
1411309;Verspreide huizen wijk 13
1411400;Dijkstraat en omgeving
1411401;Rohof en omgeving
1411402;Kerkelanden
1411403;Aalderinkshoek Noordoost
1411404;Aalderinkshoek Zuidoost
1411405;Aalderinkshoek Noordwest
1411406;Aalderinkshoek Zuidwest
1411409;Verspreide huizen wijk 14
1411500;Nieuwstraat en omgeving
1411501;Wonde en omgeving
1411502;Witvoet en omgeving
1411503;Achterlanden en omgeving
1411600;Boomplaats
1411601;Ossenkoppelerhoek-Oost
1411602;Beeklust
1411603;Ossenkoppelerhoek-Midden-Noord
1411604;Ossenkoppelerhoek-West
1411605;Ossenkoppelerhoek-Midden-Zuid
1411700;Hofkamp-West
1411701;Hofkamp-Oost
1411702;Paradijs
1411703;Kollenveld-Bolkshoek
1411709;Verspreide huizen Hofkamp
1411800;Schelfhorst-Zuidwest
1411801;Drakensteyn en omgeving
1411802;Schelfhorst-Noordwest
1411803;Havezathe
1411804;Schelfhorst-Noordoost
1411805;Schelfhorst-Zuidoost
1411806;Veenelanden
1411900;Groeneveld
1411901;Kanaalzijde
1411902;Leemslagen-Noord
1411903;Leemslagen-Zuid
1411904;Zeven Bosjes
1411905;Leemslagen-Oost
1411906;Huttenveld
1411907;Maardijk
1411908;De Grens
1411909;Nijrees
1411910;Verspreide huizen wijk 19
1412000;Aadorp-West
1412001;Aadorp-Oost
1412002;Bedrijvenpark Twente
1412009;Verspreide huizen wijk 20
1412100;Bornerbroek
1412109;Verspreide huizen wijk 21
1470000;Bornsche Maten
1470001;Borne Centrum
1470002;'t Wensink Noord
1470003;'t Wensink Zuid
1470004;Dikkerslaan-Molenkampsweg en omgeving
1470005;Lettersveld I
1470006;Lettersveld II
1470007;Tichelkamp
1470008;Stroom-Esch
1470009;Verspreide huizen Borne-West
1470100;Verspreide huizen Borne-Oost
1470101;Zenderen
1470102;Verspreide huizen Zenderen
1470105;Hertme
1470106;Verspreide huizen Hertme
1480101;Dalfsen Centrum
1480102;Vechtvliet-Leemcule
1480103;Pleijendal
1480104;Polhaar
1480105;Ankummer Es
1480106;Gernermarke-Oosterdalfsen
1480107;Bedrijventerrein Rondweg
1480108;Ankum kern
1480109;Verspreide huizen Ankum
1480110;Verspreide huizen Dalfserveld
1480111;Verspreide huizen Welsum-Gerner
1480112;Verspreide huizen Hessum-Rechteren
1480113;Verspreide huizen Dalmsholte
1480114;Verspreide huizen Millingen
1480115;Verspreide huizen Emmen-De Marshoek
1480116;Hoonhorst kern
1480117;Verspreide huizen Lenthe
1480118;Oudleusen kern
1480119;Verspreide huizen Oudleusenerveld
1480201;Nieuwleusen Noord
1480202;Nieuwleusen Centrum-noord
1480203;Nieuwleusen Centrum-zuid
1480204;Nieuwleusen Zuid
1480205;Westerbouwlanden
1480206;Bedrijventerrein De Grift
1480207;Bedrijventerrein De Evenboer
1480208;Verspreide huizen De Meele
1480209;Verspreide huizen Oosterhulst
1480210;Verspreide huizen Ruitenveen
1480211;Verspreide huizen Oosteinde
1480301;Lemelerveld kern west
1480302;Lemelerveld kern oost
1480303;Nieuwe Landen
1480304;Bedrijventerrein 't Febriek
1480305;Verspreide huizen Lemelerveld west
1480306;Verspreide huizen Lemelerveld oost
1500101;Centrum
1500102;Bergkwartier
1500103;Noordenbergkwartier
1500104;Noordenbergsingel
1500105;Singel
1500106;Raambuurt
1500107;Knutteldorp
1500201;De Hoven
1500301;Noorderplein
1500302;Zwolseweg
1500303;Lange Zandstraat
1500304;Zandweerd-Zuid
1500305;Zandweerd-Noord
1500306;Schrijversbuurt
1500401;Rode Dorp
1500402;Oudegoedstraat
1500403;Burgemeestersbuurt
1500404;Oosterstraat
1500405;Rielerweg-West
1500406;Rielerweg-Oost
1500407;Brinkgreven
1500501;Borgele
1500502;Platvoet
1500601;Ludgeruskwartier
1500602;Tuindorp
1500603;Rollecatekwartier
1500604;Oranjekwartier
1500605;Landsherenkwartier
1500701;Rivierenbuurt
1500702;Deltabuurt
1500703;Hoornwerk
1500704;Industrieterrein
1500705;Kloosterlanden
1500706;Epse-Noord
1500801;Het Oostrik
1500802;Groot Douwel
1500803;Blauwenoord
1500901;Op den Haar
1500902;Steinvoorde
1500903;Graveland
1500904;Het Jeurlink
1500905;Het Fetlaer en Spijkvoorder Enk
1500906;Spikvoorde
1500907;Overig Colmschate-Noord
1501001;Snipperling
1501002;Dorp Colmschate
1501003;De Scheg
1501004;Colmschaterenk
1501005;Roessink
1501006;Het Bramelt
1501007;Essenerveld
1501008;Swormink
1501009;Handelspark De Weteringen
1501010;Bannink
1501011;Oxerhof
1501101;Dorp Diepenveen
1501102;Rande
1501103;Tjoene
1501201;Dorp Schalkhaar
1501202;Averlo en Frieswijk
1501301;Okkenbroek
1501401;Dorp Lettele
1501402;Oude Molen
1501403;Buitengebied Lettele en Okkenbroek
1501501;Dorp Bathmen
1501502;Loo
1501503;Dortherhoek
1501504;Zuidloo
1530000;City
1530001;Lasonder, Zeggelt
1530002;De Laares
1530003;De Bothoven
1530004;Hogeland-Noord
1530005;Getfert
1530006;Veldkamp-Getfert-West
1530007;Horstlanden-Stadsweide
1530008;Boddenkamp
1530100;Velve-Lindenhof
1530101;Wooldrik
1530102;Hogeland-Zuid
1530103;Varvik-Diekman
1530104;Sleutelkamp
1530105;'t Weldink
1530106;De Leuriks
1530200;Cromhoffsbleek-Kotman
1530201;Boswinkel-De Braker
1530202;Pathmos
1530203;Stevenfenne
1530204;Stadsveld-Zuid
1530205;Elferink-Heuwkamp
1530206;Stadsveld-Noord-Bruggert
1530207;'t Zwering
1530208;Ruwenbos
1530300;Tubantia-Toekomst
1530301;Twekkelerveld
1530400;Walhof-Roessingh
1530401;Bolhaar
1530402;Roombeek-Roomveldje
1530403;Mekkelholt
1530404;Deppenbroek
1530405;Voortman-Amelink
1530406;Drienerveld-U.T.
1530500;Schreurserve
1530501;Ribbelt-Ribbelerbrink
1530502;Park Stokhorst
1530503;Stokhorst
1530600;Stroinkslanden Noord-Oost
1530601;Stroinkslanden-Zuid
1530602;Stroinkslanden Noord-West
1530603;Wesselerbrink Noord-Oost
1530604;Wesselerbrink Zuid-Oost
1530605;Wesselerbrink Zuid-West
1530606;Wesselerbrink Noord-West
1530607;Helmerhoek-Noord
1530608;Helmerhoek-Zuid
1530609;het Brunink
1530700;Industrie- en havengebied
1530701;Marssteden
1530702;Koekoeksbeekhoek
1530703;Kennispark
1530800;Glanerveld
1530801;Bentveld-Bultserve
1530802;Schipholt-Glanermaten
1530803;Eekmaat
1530804;Oikos
1530805;Eilermarke
1530806;De Slank
1530807;Dolphia
1530808;Eekmaat West
1530900;Dorp Lonneker
1530901;Dorp Boekelo
1530902;Buurtschap Lonneker-West
1530903;Noord Esmarke
1530904;Buurtschap Zuid-Esmarke
1530905;Buurtschap Broekheurne
1530906;Buurtschap Usselo
1530907;Boekelerveld
1530908;Buurtschap Twekkelo
1580001;Haaksbergen Kern-1
1580002;Haaksbergen Kern-2
1580003;Haaksbergen Kern-3
1580004;Haaksbergen Kern-4
1580010;Veldmaat 1
1580011;Veldmaat 2
1580020;Leemdijk
1580030;Zienesch
1580040;De Pas
1580041;De Els
1580050;Wolferink 1 en 4
1580051;Wolferink 2
1580052;Wolferink 5
1580053;Wolferink 3
1580060;Hassinkbrink
1580090;Industriegebied West
1580091;Industriegebied Brammelo
1580160;Verspreide huizen Langelo ten noorden van de spoo
1580170;Verspreide huizen Langelo (gedeeltelijk) en Hones
1580180;Verspreide huizen Veldmaat ten zuiden van de spoo
1580190;Verspreide huizen Veldmaat ten noorden van de spo
1580200;Sint Isidorushoeve kern
1580290;Verspreide huizen Sint Isidorushoeve
1580300;Buurse kern
1580390;Verspreide huizen Buurse
1580490;Verspreide huizen Brammelo
1580590;Verspreide huizen Bretelerveld
1580690;Verspreide huizen Stepelo (gedeeltelijk)
1580900;Haaksbergen Kern-Centrum
1600101;Ane Dorp
1600102;Verspreide huizen Ane
1600201;Verspreide huizen Anerveen
1600301;Verspreide huizen Anevelde
1600401;Balkbrug-Zuidwest
1600402;Balkbrug-Noord
1600403;Balkbrug-Zuidoost
1600404;Balkbrug-Benedenvaart
1600405;Verspreide huizen De Kolonie
1600406;Verspreide huizen Reestgebied (ged.)
1600407;Verspreide huizen Westerhuizingerveld
1600501;Bergentheim Kern
1600502;Verspreide huizen Bergentheimerveen
1600503;Verspreide huizen Oud-Bergentheim
1600601;Brucht
1600701;Collendoorn
1600801;De Krim
1600802;De Krim-Streekdorp
1600803;De Krim-Zuid
1600804;Verspreide huizen De Krim
1600805;Verspreide huizen Nieuwlande
1600901;Dedemsvaart-Noord
1600902;Dedemsvaart-Zuidwest
1600903;Dedemsvaart-Zuidoost
1600904;Rheezerend
1600905;Industriegebied Rollepaal
1600906;Verspreide huizen Colenbranderbos
1600907;Verspreide huizen Dedemsvaart
1600908;Verspreide huizen Ommerkanaal
1600909;Verspreide huizen Reestgebied
1601001;Verspreide huizen Den Velde
1601101;Diffelen
1601201;Gramsbergen Kern
1601202;Gramsbergen Uitbreidingsplan
1601301;Heemserveen
1601401;Verspreide huizen Holtheme-De Haandrik
1601501;Verspreide huizen Holthone
1601601;Hoogenweg
1601701;Kloosterhaar Kern
1601702;Verspreide huizen Kloosterhaar
1601801;Verspreide huizen Loozen
1601901;Lutten Kern
1601902;Verspreide huizen Lutten-West
1601903;Verspreide huizen Lutten-Oost
1601904;Verspreide huizen Oud-Lutten
1602001;Marienberg Kern
1602002;Verspreide huizen Marienberg
1602101;Radewijk
1602201;Rheeze
1602301;Rheezerveen
1602401;Schuinesloot Kern
1602402;Verspreide huizen Schuinesloot
1602501;Sibculo Kern
1602502;Verspreide huizen Sibculo
1602601;Slagharen Kern
1602602;De Belt
1602603;Verspreide huizen Slagharen-Oost
1602604;Verspreide huizen Slagharen-West
1602701;Venebrugge
1602801;Overig Stad Hardenberg
1602802;Industriegebied
1602803;Norden en Hazenbos
1602804;Heemse-Oost Heemsermars
1602805;Heemse-West Heemserbos
1602806;Baalder
1602807;Baalderveld
1602808;Marslanden
1602809;Centrum Saneringsgebied
1602901;Bruchterveld Kern
1602902;Verspreide huizen Bruchterveld
1630101;Hellendoorn-Centrum
1630102;De Höfte
1630103;Den Dam
1630104;De Blenke
1630105;De Zuid Es
1630106;De Noord Es
1630201;Zeeheldenwijk
1630202;Wilhelminawijk
1630203;Gagelman Industrieterrein-Noord
1630301;Nijverdal-Centrum
1630302;Bloemen-Schilderswijk
1630303;Noetsele I
1630304;Noetsele II en III
1630401;Prinsessenwijk
1630402;De Brake
1630403;Konijnenberg
1630404;Nijverdal Oost
1630405;De Blokken
1630406;Groot Lochter
1630407;'t Lochter
1630408;'n Oaln Diek
1630501;Hellendoorn
1630503;'t Hexel
1630504;Boersingel
1630505;Egede, Elen en Rhaan
1630506;Hulsen
1630507;Haarle
1630508;Daarle
1630509;Daalerveen
1630510;Marle
1630601;Hulsen dorp
1630602;Kruidenwijk Oost
1630603;Kruidenwijk Centrum
1630604;Kruidenwijk Noord
1630605;Kruidenwijk West
1630606;Kruidenwijk Zuid
1630700;Dorp Haarle
1630800;Dorp Daarle
1630900;Dorp Daarlerveen
1640000;Binnenstad-Centrum
1640001;Binnenstad-West
1640002;Binnenstad-Oost
1640100;Hengelose Es-Noord
1640101;Tichelwerk
1640102;'t Wilbert
1640103;Bedrijventerrein Timmersveld
1640200;Noord
1640201;Elsbeek
1640202;De Noork
1640203;Klein Driene
1640204;'t Rot
1640300;Bovenhoek
1640301;Schothorsthoek
1640302;Bartelinkshoek
1640303;Tijertshoek
1640304;Sogtoenhoek
1640305;Bruninkshoek
1640306;Middelhoek
1640307;Molendijkhoek
1640308;Weijinkshoek
1640309;Oosterveld
1640400;Zwavertshoek
1640401;Anninks-/Nijhofshoek
1640402;Groot Driene-Zuid
1640403;Groot Driene-Noord
1640500;Bedrijventerrein Twentekanaal-Zuid II
1640501;Berflo Es Noord
1640502;Berflo Es Zuid
1640503;Bedrijventerrein Twentekanaal-Noord II
1640504;Veldwijk-Noord
1640505;Veldwijk-Zuid
1640506;Boeldershoek
1640600;Bedrijventerrein Twentekanaal-Zuid I
1640601;Tuindorp 't Lansink
1640602;Tuindorp-Zuid
1640603;Bedrijventerrein Twentekanaal-Noord I
1640604;Nijverheid
1640605;Vikkerhoek
1640606;Bedrijventerrein Zeggershoek
1640700;Bedrijventerrein Westermaat-Zuidwest
1640701;Woolde
1640702;Woolder Es
1640703;Weidedorp
1640704;Bedrijvenpark Westermaat-Zuidoost
1640705;Bedrijventerrein Westermaat-Noordoost
1640706;Bedrijventerrein Westermaat-Noordwest
1640800;Roershoek
1640801;Vossenbelt-Zuid
1640802;Vossenbelt-Noord
1640803;Het Broek
1640804;Kristenbos
1640805;Dalmeden
1640900;Beckum kern
1640901;Verspreide huizen Slangenbeek
1640902;Stadspark Weusthag-Noord
1640903;Stadspark Weusthag-Zuid
1640904;Verspreide huizen Driene
1640905;Verspreide huizen Twekkelo
1640906;Verspreide huizen Oele
1640907;Verspreide huizen Woolde
1640909;Verspreide huizen Beckum
1660000;Binnenstad Kampen
1660001;Brunnepe
1660002;Groene Hart
1660003;Hanzewijk en Greente
1660004;Kampen-Zuid
1660005;Flevowijk
1660006;Industrieterrein Kampen
1660007;Bovenbroek
1660008;Cellesbroek
1660009;Hagenbroek
1660010;De Maten
1660011;De Venen
1660012;Stationsplein
1660013;Stationskwartier
1660015;Het Onderdijks
1660016;Polder Dronthen
1660017;De Melm
1660018;Kampereiland
1660019;Mandjeswaard
1660300;IJsselmuiden-Centrum
1660301;Losselanden
1660302;Industrieterrein IJsselmuiden
1660303;De Waard
1660304;De Koekoek
1660305;Oosterholt
1660306;Sonnenberg
1660307;Trekvaart
1660400;Zalk
1660401;Verspreide huizen Zalk
1660500;Wilsum
1660501;Verspreide huizen Wilsum
1660600;Grafhorst
1660700;Kamperveen
1660800;'s-Heerenbroek
1660900;Verspreide huizen polder Mastenbroek
1680001;Losser-West
1680002;Bedrijfsterrein Losser
1680003;Losser-Oost
1680009;Verspreide huizen Losser
1680101;Glane kern
1680102;Glane-beekhoek
1680109;Verspreide huizen Glane
1680201;Overdinkel kern
1680209;Verspreide huizen Overdinkel
1680301;De Lutte kern
1680309;Verspreide huizen De Lutte
1680401;Beuningen kern
1680409;Verspreide huizen Beuningen
1710101;Emmeloord-Centrum-Tussen Gracht en Vaart
1710102;Emmeloord-Centrum-Centrum West
1710103;Emmeloord-Centrum-Bos en Gaard
1710104;Emmeloord-Centrum-Centrum Oost
1710105;Emmeloord-Revelsant-Noord
1710106;Emmeloord-Revelsant-Zuid
1710107;Emmeloord-Espelervaart-Bergenbuurt
1710108;Emmeloord-Espelervaart-Rivierenbuurt
1710109;Emmeloord-Espelervaart-Espelervaart West
1710110;Emmeloord-de Zuidert
1710111;Emmeloord-de Erven
1710112;Emmeloord-Waterland
1710113;Emmeloord-Emmelhage-Boswonen
1710114;Emmeloord-Emmelhage-Waterwonen/Polderwonen
1710115;Emmeloord-Bedrijventerrein de Munt
1710116;Emmeloord-Bedrijventerrein Nagelerweg
1710117;Emmeloord-Bedrijventerrein A6
1710118;Emmeloord-landelijk gebied
1710219;Bant-woonkern
1710220;Bant-bedrijventerrein
1710221;Bant-landelijk gebied
1710322;Luttelgeest-woonkern
1710323;Luttelgeest-landelijk gebied
1710424;Marknesse-woonkern
1710425;Marknesse-bedrijventerrein
1710426;Marknesse-landelijk gebied
1710527;Kraggenburg-woonkern
1710528;Kraggenburg-bedrijventerrein
1710529;Kraggenburg-bedrijventerrein
1710530;Kraggenburg-landelijk gebied
1710631;Ens-woonkern
1710632;Ens-bedrijventerrein
1710633;Ens-landelijk gebied
1710734;Nagele-woonkern
1710735;Nagele-bedrijventerrein
1710736;Nagele-landelijk gebied
1710837;Tollebeek-woonkern
1710838;Tollebeek-bedrijventerrein
1710839;Tollebeek-landelijk gebied
1710941;Espel-woonkern
1710942;Espel-bedrijventerrein
1710943;Espel-landelijk gebied
1711045;Creil-woonkern
1711046;Creil-bedrijventerrein
1711047;Creil-landelijk gebied
1711149;Rutten-woonkern
1711150;Rutten-bedrijventerrein
1711151;Rutten-landelijk gebied
1711252;Schokland-woonkern
1730100;Binnenstad
1730200;Het Inslag-De Kleies
1730300;Glinde-Hooiland
1730400;De Meijbree
1730500;Haerbroek-Scholtenhoek
1730600;Zuid-Berghuizen
1730700;Hanzepoort
1730800;Eekte-Hazewinkel
1730900;Jufferbeek
1731000;Het Hulsbeek
1731100;De Thij
1731200;De Graven Es
1731300;De Essen
1731400;Bekspring
1750101;Kern Ommen - Centrum
1750102;Buurtschap Ommeres
1750103;Kern Ommen - Laarakkers
1750104;Buurtschap Ommen ten zuiden van de Vecht
1750105;Kern Ommen - Industrieterrein
1750106;Buurtschap Junne
1750107;Buurtschap Eerde
1750108;Buurtschap Besthmen
1750109;Buurtschap Varsen
1750110;Buurtschap Ommerbos-Ommerkanaal
1750111;Buurtschap Emsland
1750112;Buurtschap Zeesse
1750113;Kern Ommen - Zuid - ten noorden v spoor
1750114;Kern Ommen - Zuid - ten zuiden v spoor
1750115;Kern Ommen - Dante noord
1750116;Kern Ommen - Dante zuid
1750117;Kern Ommen - Zeeheldenbuurt - Lodderholt
1750118;Kern Ommen - Strangen
1750119;Kern Ommen - Alteveer Wonen 5-6
1750120;Kern Ommen - Rotbrink
1750121;Kern Ommen - Alteveer wonen 1-4
1750122;Kern Ommen - Alteveer Bedrijven
1750123;Kern Ommen - Alteveer Voorzieningen
1750124;Kern Ommen - Havengebied
1750125;Kern Ommen - Vlierlanden
1750126;Kern Ommen - sportpark Westbroek
1750201;Buurtschap Arrien
1750202;Buurtschap Arrienveld
1750301;Buurtschap Beerze
1750401;Kern Beerzerveld
1750402;Kern Kloosterdijk
1750403;Buurtschap Beerzerveld
1750501;Buurtschap Dalmsholte
1750601;Buurtschap Giethmen
1750701;Kern Lemele
1750702;Buurtschap Lemele
1750703;Buurtschap Archem
1750801;Buurtschap Stegeren
1750802;Buurtschap Stegerveld
1750901;Kern Vilsteren
1750902;Buurtschap Vilsteren
1751001;Buurtschap Vinkenbuurt
1751002;Buurtschap Ommerschans
1751101;Kern Witharen
1751102;Buurtschap Witharen
1751103;Buurtschap Ommerveld
1770000;Raalte Centrum
1770001;De Enk en industrieterrein-Noordoost
